X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,y
5.4881350392732475,13.709839628081223,13.750366030545198,13.712240204265385,13.574160573162102,13.90056970753657,13.826992112487627,13.62108654359167,13.86576603422417,13.920249932490504,13.606291027884001,13.70938619781742,13.796723782910574,13.719484658861232,13.848148133998038,126.6770622053377
7.151893663724195,18.016475657556505,18.09079501266929,17.827279341115318,18.110427276775845,17.933761507103235,17.942713004680527,17.98514820714776,17.94938937069629,17.9815052703936,17.89298532163563,17.910108369435804,18.034098823309566,17.900094097666443,17.986824662155506,164.91755812149054
6.027633760716439,14.90354999796013,15.210392955477625,15.252910986626485,15.07922548232976,15.23400921540547,14.88941964611534,15.097890734407406,15.028823721038375,15.101945850253026,14.953775740350077,15.046044887340596,14.969020812529383,15.235366065756317,14.953283680436568,138.5924715951418
5.448831829968968,13.637444021003986,13.772777610778274,13.538472422419899,13.56320153037757,13.502096746457854,13.642343516194979,13.502956931267201,13.665769332105194,13.49501300503739,13.76644780345277,13.586436425504683,13.633464568953798,13.547858083903266,13.613942328760167,125.39211342368849
4.236547993389047,10.432922627157524,10.673109693109433,10.455454194863607,10.586547090549505,10.47753174374474,10.528221764855813,10.672367861408926,10.576869221445062,10.576901802429632,10.721653269845854,10.562182416212586,10.483952945690225,10.63686661916902,10.455134300160344,101.67175216016969
6.458941130666561,16.23179825732686,16.212014388057927,16.09200350939105,16.223402096283344,16.011910616132507,15.940434638657145,16.132674180595863,16.075222016086887,16.32377026218744,16.195099133311693,16.179778925557695,15.993232890456165,16.244366361767103,16.182608253028196,150.66610523443293
4.375872112626925,10.81839349994641,10.82151715007602,10.955153938556094,11.010940897564591,11.044793055675314,10.907401155976736,10.827248130789677,10.749177530028652,11.02895172166732,10.717131365078595,11.08301054791368,10.86217705139495,10.792965884281218,10.868694433467475,99.574563845139
8.917730007820797,22.322701974990327,22.260815889516813,22.206538892034935,22.181436689024192,22.257686146214063,22.224604581714193,22.318014080897264,22.313255265222768,22.343289189321318,22.251795289791335,22.479616189124386,22.196084183587786,22.397391440392923,22.161295448290247,207.19436916981775
9.636627605010293,24.06334942485669,24.274241859591818,24.036116698704493,24.130445242272682,24.084907667522277,24.08303213124519,23.986731616690737,24.305142745487288,23.992147690709654,24.05259031368372,24.112948465992382,24.193664157710955,24.07405857289919,23.984240860580602,225.36221902775543
3.8344151882577773,9.470217652126042,9.440421525772136,9.458449054172057,9.56427968610841,9.414777788023152,9.510686496536877,9.741395478638276,9.737276636187806,9.684386073338906,9.6197887352234,9.78082441595869,9.661610192716417,9.555220798594865,9.656350251757086,89.97244678316997
